time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2017-01-15T05:21:02.054Z,63.5195,-147.3368,4.7,1.4,ml,,,,0.38,ak,ak15074705,2017-01-19T21:21:34.286Z,"81km E of Cantwell, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2017-01-15T05:19:46.930Z,36.4546,-98.7427,5,3.2,mb_lg,,69,0.221,0.39,us,us10007tca,2017-01-18T16:47:43.381Z,"31km NW of Fairview, Oklahoma",earthquake,2.2,2,0.055,87,reviewed,us,us
2017-01-15T05:12:44.776Z,58.3747,-153.9445,82.2,1.9,ml,,,,0.49,ak,ak15104824,2017-01-19T21:21:33.909Z,"92km N of Larsen Bay, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2017-01-15T05:09:13.809Z,63.2531,-151.0667,9.6,1,ml,,,,0.55,ak,ak15074703,2017-01-19T21:21:33.547Z,"107km W of Cantwell, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2017-01-15T05:07:54.700Z,19.2548332,-155.3051605,36.71,2.58,ml,28,212,0.04126,0.29,hv,hv61563126,2017-01-15T05:13:36.060Z,"19km ENE of Pahala, Hawaii",earthquake,1.47,1.96,0.26,7,automatic,hv,hv
2017-01-15T05:07:41.457Z,53.5058,-165.7797,45.2,1.6,ml,,,,0.25,ak,ak15104822,2017-01-19T21:21:33.183Z,"64km SE of Unalaska, Alaska",earthquake,,3.1,,,reviewed,ak,ak
2017-01-15T05:00:20.460Z,39.4376667,-111.5193333,6.97,1.41,ml,10,65,0.1188,0.16,uu,uu60181877,2017-01-17T18:07:12.450Z,"10km NNE of Ephraim, Utah",earthquake,0.51,2.55,0.156,3,reviewed,uu,uu
2017-01-15T04:59:48.675Z,64.8675,-150.9497,19.4,1,ml,,,,0.32,ak,ak15074701,2017-01-19T21:21:32.777Z,"21km SW of Manley Hot Springs, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2017-01-15T04:55:47.490Z,44.5921667,-114.0995,5,1.49,ml,7,143,0.214,0.17,mb,mb80196799,2017-01-15T18:35:55.910Z,"14km NE of Challis, Idaho",earthquake,0.97,31.61,0.264,5,reviewed,mb,mb
2017-01-15T04:55:44.966Z,60.9679,-152.9017,0.6,1.5,ml,,,,0.62,ak,ak15074699,2017-01-19T21:21:32.286Z,"54km N of Redoubt Volcano, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2017-01-15T04:52:53.524Z,38.4059,-118.9539,12.7,1,ml,11,93.93,0.369,0.0962,nn,nn00574064,2017-01-15T16:18:24.917Z,"29km NE of Bridgeport, California",earthquake,,8.5,0.24,3,reviewed,nn,nn
2017-01-15T04:48:45.618Z,38.424,-118.9009,6.3,1.3,ml,14,74.42,0.111,0.1308,nn,nn00574063,2017-01-15T16:09:05.510Z,"26km WSW of Hawthorne, Nevada",earthquake,,2.9,0.24,6,reviewed,nn,nn
2017-01-15T04:48:11.125Z,38.4127,-118.9092,11.7,1.2,ml,13,74.65,0.121,0.1728,nn,nn00574062,2017-01-15T15:59:49.249Z,"27km WSW of Hawthorne, Nevada",earthquake,,2.5,0.24,6,reviewed,nn,nn
2017-01-15T04:46:34.170Z,33.3006667,-115.6688333,7.92,2.32,ml,33,97,0.07479,0.21,ci,ci37568615,2017-01-17T21:29:32.204Z,"8km SE of Bombay Beach, CA",earthquake,0.28,0.56,0.139,68,reviewed,ci,ci
2017-01-15T04:36:35.410Z,40.2766,140.0305,173.69,4.4,mb,,109,0.94,0.65,us,us10007tc6,2017-01-15T04:54:51.040Z,"8km N of Noshiro, Japan",earthquake,8.3,8.8,0.099,29,reviewed,us,us
2017-01-15T04:33:54.485Z,61.3632,-150.929,62.8,2.2,ml,,,,0.52,ak,ak15074694,2017-01-19T21:21:31.701Z,"54km WSW of Big Lake, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2017-01-15T04:18:15.380Z,44.4371667,-114.109,5.78,1.15,ml,7,129,0.074,0.12,mb,mb80196964,2017-01-17T18:28:07.630Z,"12km SE of Challis, Idaho",earthquake,0.84,0.96,0.176,4,reviewed,mb,mb
2017-01-15T04:16:48.910Z,60.7498,-152.4987,110.8,1.8,ml,,,,0.52,ak,ak15104818,2017-01-19T21:21:31.246Z,"32km NNE of Redoubt Volcano, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2017-01-15T04:11:32.800Z,48.1543333,-122.7513333,23.97,1.83,ml,17,61,0.1564,0.13,uw,uw61228702,2017-01-17T23:16:26.400Z,"4km N of Port Townsend, Washington",earthquake,0.38,0.95,0.212,11,reviewed,uw,uw
2017-01-15T04:09:46.950Z,33.1846667,-115.6061667,1.17,1.06,ml,9,130,0.01071,0.15,ci,ci37568591,2017-01-19T18:58:19.440Z,"10km SW of Niland, CA",earthquake,0.37,0.48,0.097,10,reviewed,ci,ci
2017-01-15T04:09:25.400Z,38.8008347,-122.7714996,1.34,1.08,md,15,68,0.01433,0.02,nc,nc72752390,2017-01-15T04:11:06.587Z,"2km NNW of The Geysers, California",earthquake,0.25,0.51,0.2,5,automatic,nc,nc
2017-01-15T04:04:58.890Z,32.6306667,-115.7838333,9.77,1.06,ml,13,181,0.05192,0.1,ci,ci37568583,2017-01-17T18:50:44.911Z,"20km WNW of Progreso, B.C., MX",earthquake,0.45,0.45,0.286,7,reviewed,ci,ci
2017-01-15T04:03:21.900Z,39.6147,26.1595,10,4.3,mb,,67,1.282,1.12,us,us10007tc3,2017-01-15T04:27:55.581Z,"20km NW of Behram, Turkey",earthquake,4.5,1.7,0.201,10,reviewed,us,us
2017-01-15T04:02:19.630Z,48.1663333,-122.539,20.4,1.15,ml,12,105,0.1381,0.12,uw,uw61228697,2017-01-17T23:04:03.730Z,"1km SW of Camano, Washington",earthquake,0.51,0.72,0.093,7,reviewed,uw,uw
2017-01-15T04:00:04.417Z,54.7003,-161.2844,15.4,1.9,ml,,,,0.34,ak,ak15104817,2017-01-19T21:21:30.873Z,"86km SW of Sand Point, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2017-01-15T03:46:22.878Z,38.3586,-118.9165,6.9,1.4,ml,13,74.05,0.154,0.1532,nn,nn00574058,2017-01-15T15:50:31.717Z,"29km ENE of Bridgeport, California",earthquake,,3.3,0.31,5,reviewed,nn,nn
2017-01-15T03:43:00.349Z,63.6355,-148.1486,84.7,2.1,ml,,,,0.44,ak,ak15074371,2017-01-19T21:21:30.258Z,"47km ESE of Healy, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2017-01-15T03:42:12.380Z,37.1576667,-97.8246667,4.2,1.9,ml,13,79,0.05266,0.04,ismpkansas,ismpkansas70217783,2017-01-17T21:45:42.090Z,"18km E of Anthony, Kansas",earthquake,0.17,0.78,0.149,17,reviewed,ismp,ismp
2017-01-15T03:37:36.400Z,17.9109,-65.8872,10,2.5,Md,9,219.6,0.21559567,0.23,pr,pr17015000,2017-01-15T07:44:03.348Z,"9km S of Emajagua, Puerto Rico",earthquake,0.7,0.7,0,9,reviewed,pr,pr
2017-01-15T03:37:19.930Z,35.1071,23.156,10,4.3,mb,,114,2.294,1.07,us,us10007tbx,2017-01-15T03:56:30.040Z,"50km WSW of Palaiochora, Greece",earthquake,4.4,1.9,0.092,34,reviewed,us,us
2017-01-15T03:30:41.080Z,38.7854996,-122.7275009,2,0.97,md,9,78,0.007555,0.02,nc,nc72752370,2017-01-15T03:32:21.107Z,"2km ENE of The Geysers, California",earthquake,0.34,0.85,0.06,4,automatic,nc,nc
2017-01-15T03:20:32.940Z,48.2966667,-121.8823333,7.25,1.12,ml,8,113,0.1058,0.05,uw,uw61228692,2017-01-17T22:53:13.420Z,"16km NE of Arlington Heights, Washington",earthquake,0.3,0.62,0.103,4,reviewed,uw,uw
2017-01-15T03:19:06.230Z,38.8318329,-122.7925034,1.67,1.21,md,18,53,0.00678,0.02,nc,nc72752365,2017-01-15T03:35:02.780Z,"6km W of Cobb, California",earthquake,0.25,0.34,0.12,7,automatic,nc,nc
2017-01-15T03:03:07.566Z,52.5433,-163.7206,24.4,2.6,ml,,,,0.39,ak,ak15104815,2017-01-19T21:21:29.888Z,"223km SE of Akutan, Alaska",earthquake,,9.9,,,reviewed,ak,ak
2017-01-15T02:47:49.200Z,51.3039,179.0615,32.8,2.2,ml,,,,0.1,ak,ak15104814,2017-01-19T21:21:29.540Z,"81km SSE of Little Sitkin Island, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2017-01-15T02:46:29.810Z,37.2743333,-118.3181667,12.38,1.13,md,4,274,0.09318,0.04,nc,nc72752355,2017-01-17T19:03:04.712Z,"12km SE of Bishop, California",earthquake,1.56,0.93,0.281,4,reviewed,nc,nc
2017-01-15T02:39:39.450Z,36.9236679,-121.4638367,6.18,1.34,md,11,85,0.07118,0.1,nc,nc72752345,2017-01-15T02:55:02.707Z,"9km NW of Hollister, California",earthquake,0.43,2.03,0.2,9,automatic,nc,nc
2017-01-15T02:32:08.374Z,38.3609,-118.9164,6.5,1.2,ml,14,74.09,0.153,0.1193,nn,nn00574053,2017-01-15T15:16:30.708Z,"29km ENE of Bridgeport, California",earthquake,,3.2,0.24,4,reviewed,nn,nn
2017-01-15T02:23:36.310Z,63.0375,-150.9693,117.6,1.9,ml,,,,0.46,ak,ak15074367,2017-01-19T21:21:29.031Z,"90km NNW of Talkeetna, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2017-01-15T02:09:52.620Z,47.1081667,-113.3318333,10.58,1.57,md,21,131,0.173,0.16,mb,mb80196794,2017-01-15T18:29:14.130Z,"14km SE of Seeley Lake, Montana",earthquake,0.39,0.82,0.125,22,reviewed,mb,mb
2017-01-15T02:03:11.871Z,60.7132,-151.026,56.4,1.6,ml,,,,0.51,ak,ak15074365,2017-01-19T21:21:28.576Z,"14km E of Nikiski, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2017-01-15T02:01:03.413Z,60.0712,-151.9549,74.1,1.6,ml,,,,0.15,ak,ak15104811,2017-01-19T21:21:28.203Z,"33km NNW of Anchor Point, Alaska",earthquake,,0.8,,,reviewed,ak,ak
2017-01-15T02:00:47.830Z,33.7853333,-115.9935,3.62,2.01,ml,48,83,0.1299,0.23,ci,ci37568535,2017-01-17T15:15:33.270Z,"20km NE of Coachella, CA",earthquake,0.36,1.1,0.152,26,reviewed,ci,ci
2017-01-15T01:51:05.892Z,61.9539,-149.757,12.3,1.1,ml,,,,0.44,ak,ak15074363,2017-01-19T21:21:27.796Z,"23km SSE of Y, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2017-01-15T01:37:33.450Z,33.3113333,-115.6478333,9.5,1.6,ml,41,94,0.06622,0.22,ci,ci37568527,2017-01-17T21:13:20.337Z,"9km ESE of Bombay Beach, CA",earthquake,0.31,0.53,0.16,51,reviewed,ci,ci
2017-01-15T01:37:12.072Z,38.3921,-118.9112,7.3,1.3,ml,11,90.71,0.132,0.1745,nn,nn00574048,2017-01-15T03:46:17.030Z,"29km WSW of Hawthorne, Nevada",earthquake,,5.2,0.14,8,reviewed,nn,nn
2017-01-15T01:30:29.852Z,38.3871,-118.9158,7,1.5,ml,14,116.03,0.137,0.1332,nn,nn00574046,2017-01-15T18:48:16.405Z,"29km WSW of Hawthorne, Nevada",earthquake,,4.3,0.33,5,reviewed,nn,nn
2017-01-15T01:05:14.410Z,63.3842,-151.3459,3.4,1,ml,,,,0.29,ak,ak15074361,2017-01-19T21:21:27.357Z,"119km W of Cantwell, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2017-01-15T00:50:31.707Z,38.427,-118.9,6.7,1.6,ml,14,82.75,0.11,0.1604,nn,nn00574152,2017-01-15T21:04:39.118Z,"26km WSW of Hawthorne, Nevada",earthquake,,3.1,0.35,6,reviewed,nn,nn
2017-01-15T00:50:13.699Z,38.427,-118.9045,6.1,1.4,ml,12,83.11,0.113,0.1393,nn,nn00574042,2017-01-15T15:04:02.869Z,"26km WSW of Hawthorne, Nevada",earthquake,,3,0.34,5,reviewed,nn,nn
2017-01-15T00:47:16.411Z,62.2966,-153.1692,3.2,1.1,ml,,,,0.55,ak,ak15104808,2017-01-19T21:21:26.965Z,"144km ESE of McGrath, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2017-01-15T00:44:14.183Z,38.4397,-118.8849,6.8,1.1,ml,10,165.48,0.095,0.1784,nn,nn00574041,2017-01-15T14:57:48.576Z,"24km WSW of Hawthorne, Nevada",earthquake,,2.9,0.18,4,reviewed,nn,nn
2017-01-15T00:39:41.562Z,52.9855,-168.4912,62.9,2,ml,,,,0.54,ak,ak15104807,2017-01-19T21:21:26.600Z,"25km ENE of Nikolski, Alaska",earthquake,,1.2,,,reviewed,ak,ak
2017-01-15T00:28:47.600Z,38.8406677,-122.8284988,1.79,1.12,md,16,55,0.005839,0.01,nc,nc72752305,2017-01-15T00:44:03.502Z,"9km WNW of Cobb, California",earthquake,0.26,0.53,0.02,4,automatic,nc,nc
2017-01-15T00:15:14.204Z,38.3671,-118.5981,6.6,1.1,ml,15,113.59,0.137,0.159,nn,nn00574034,2017-01-15T03:36:46.029Z,"17km S of Hawthorne, Nevada",earthquake,,2.1,0.31,6,reviewed,nn,nn
2017-01-15T00:14:10.928Z,64.9924,-147.3535,0,1.5,ml,,,,0.44,ak,ak15074043,2017-01-19T21:21:26.203Z,"23km NNE of Badger, Alaska",explosion,,0,,,reviewed,ak,ak
2017-01-14T23:30:03.719Z,61.9906,-150.8248,4.6,1.7,ml,,,,0.26,ak,ak15074032,2017-01-14T23:36:00.449Z,"49km WNW of Willow, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-01-14T23:10:10.250Z,-5.7011,146.8238,146.41,5.1,mb,,40,3.673,1.16,us,us10007tbj,2017-01-14T23:25:56.040Z,"114km N of Lae, Papua New Guinea",earthquake,8.6,8.2,0.093,37,reviewed,us,us
2017-01-14T22:44:02.100Z,37.8366661,-122.1506653,12.73,1.01,md,8,154,0.04524,0.07,nc,nc72752285,2017-01-14T22:45:40.211Z,"1km W of Moraga, California",earthquake,1.6,1.76,0.08,5,automatic,nc,nc
2017-01-14T22:38:59.850Z,39.5671,26.131,4.26,4.4,mwr,,48,1.328,0.79,us,us10007tbf,2017-01-15T09:44:02.005Z,"19km WNW of Behram, Turkey",earthquake,5,2.8,0.069,20,reviewed,us,us
2017-01-14T22:22:26.050Z,33.3081667,-116.4,5.04,1.32,ml,43,48,0.04237,0.19,ci,ci37568463,2017-01-17T15:14:46.281Z,"6km NNW of Borrego Springs, CA",earthquake,0.29,0.7,0.219,25,reviewed,ci,ci
2017-01-14T22:19:26.910Z,38.8413315,-122.8306656,2.32,2.31,md,39,36,0.004656,0.06,nc,nc72752275,2017-01-14T22:24:02.151Z,"9km WNW of Cobb, California",earthquake,0.2,0.28,0.21,20,automatic,nc,nc
2017-01-14T22:00:11.600Z,-19.8934,-173.1227,35,4.8,mb,,90,3.122,0.85,us,us10007tba,2017-01-14T22:35:45.040Z,"128km E of Pangai, Tonga",earthquake,5.9,2,0.1,31,reviewed,us,us
2017-01-14T21:58:10.270Z,34.2616667,-117.5316667,8.92,1.29,ml,33,43,0.05437,0.21,ci,ci37568455,2017-01-17T15:15:03.366Z,"3km W of Lytle Creek, CA",earthquake,0.29,0.59,0.195,27,reviewed,ci,ci
2017-01-14T21:51:57.160Z,37.8116667,-121.908,3.49,1.24,md,8,90,0.08191,0.03,nc,nc72752265,2017-01-18T02:18:01.927Z,"1km S of Blackhawk, California",earthquake,0.25,2.06,0.129,8,reviewed,nc,nc
2017-01-14T21:49:20.676Z,59.7552,-152.3446,53.2,2.1,ml,,,,0.3,ak,ak15073410,2017-01-14T21:57:38.423Z,"28km W of Anchor Point, Alaska",earthquake,,3.1,,,automatic,ak,ak
2017-01-14T21:39:54.434Z,38.3582,-118.9137,7.5,1.1,ml,14,73.92,0.153,0.1108,nn,nn00574016,2017-01-14T21:54:09.099Z,"30km ENE of Bridgeport, California",earthquake,,4.1,0.33,3,reviewed,nn,nn
2017-01-14T21:36:33.990Z,36.2646,-97.3341,2.72,3,mb_lg,,34,0.312,0.25,us,us10007tb6,2017-01-15T11:47:32.359Z,"4km SW of Perry, Oklahoma",earthquake,1.3,4.1,0.18,8,reviewed,us,us
2017-01-14T21:19:31.900Z,-18.4494,176.3176,27.06,4.5,mb,,115,1.793,0.62,us,us10007tb5,2017-01-14T22:11:59.040Z,"136km WSW of Nadi, Fiji",earthquake,9.2,6.9,0.156,12,reviewed,us,us
2017-01-14T21:11:55.530Z,36.2951667,-117.4488333,2.97,1.35,ml,18,129,0.205,0.13,ci,ci37568431,2017-01-17T21:18:08.520Z,"44km SW of Stovepipe Wells, CA",earthquake,0.31,0.72,0.094,18,reviewed,ci,ci
2017-01-14T21:04:23.750Z,-17.6643,-178.7719,530.92,4.3,mb,,78,3.027,0.91,us,us10007tb4,2017-01-14T22:23:30.040Z,"240km SE of Lambasa, Fiji",earthquake,13.6,7.8,0.055,94,reviewed,us,us
2017-01-14T21:03:24.939Z,59.9625,-152.3069,104,2.6,ml,,,,0.41,ak,ak15073406,2017-01-14T21:11:22.502Z,"33km NW of Anchor Point, Alaska",earthquake,,1.3,,,automatic,ak,ak
2017-01-14T21:01:34.480Z,38.7636681,-122.8176651,2.95,1.74,md,10,171,0.05821,0.28,nc,nc72752250,2017-01-14T21:16:02.999Z,"5km WSW of The Geysers, California",earthquake,1.26,6.05,0.1,4,automatic,nc,nc
2017-01-14T20:48:01.950Z,36.0425,-117.8086667,0.59,1.64,ml,23,63,0.03919,0.2,ci,ci37568415,2017-01-17T15:15:22.633Z,"13km E of Coso Junction, CA",earthquake,0.28,0.43,0.122,26,reviewed,ci,ci
2017-01-14T20:23:44.830Z,39.3963333,-111.9095,16.74,1.53,ml,15,83,0.1323,0.21,uu,uu60181757,2017-01-17T17:34:51.530Z,"27km NNW of Gunnison, Utah",earthquake,0.65,1.63,0.061,5,reviewed,uu,uu
2017-01-14T20:22:22.415Z,38.4309,-118.8973,5.8,1.5,ml,13,99.43,0.107,0.1779,nn,nn00574003,2017-01-14T21:38:45.277Z,"25km WSW of Hawthorne, Nevada",earthquake,,4.2,0.29,6,reviewed,nn,nn
2017-01-14T20:14:44.530Z,19.2243328,-155.6074982,0.4,2.3,ml,54,85,0.02278,0.26,hv,hv61562396,2017-01-14T20:20:26.660Z,"13km W of Pahala, Hawaii",earthquake,0.48,0.18,0.21,5,automatic,hv,hv
2017-01-14T20:12:48.420Z,62.2611,-151.6166,111.1,1.9,ml,,,,0.79,ak,ak15073099,2017-01-14T20:22:36.170Z,"78km W of Talkeetna, Alaska",earthquake,,1,,,automatic,ak,ak
2017-01-14T19:30:12.609Z,38.5215,-114.3393,11.8,2.1,ml,12,47.77,0.379,0.247,nn,nn00573994,2017-01-14T19:50:04.011Z,"57km SSW of Baker, Nevada",earthquake,,2.3,0.45,6,reviewed,nn,nn
2017-01-14T19:29:20.850Z,48.305,-121.8843333,3.14,1.13,ml,6,136,0.1135,0.05,uw,uw61228662,2017-01-17T22:49:03.130Z,"17km NE of Arlington Heights, Washington",earthquake,0.42,9.32,0.12,4,reviewed,uw,uw
2017-01-14T19:20:58.810Z,47.8118333,-122.7515,18.64,1.19,ml,13,91,0.09473,0.15,uw,uw61228657,2017-01-17T22:40:16.120Z,"6km W of Lofall, Washington",earthquake,0.41,0.81,0.173,8,reviewed,uw,uw
2017-01-14T19:12:16.529Z,38.3902,-118.896,8.2,1,ml,10,110.73,0.122,0.1027,nn,nn00573993,2017-01-14T22:21:56.606Z,"27km WSW of Hawthorne, Nevada",earthquake,,3.3,0.2,4,reviewed,nn,nn
2017-01-14T19:05:40.735Z,60.9627,-146.7993,14.6,1.8,ml,,,,0.99,ak,ak15073094,2017-01-14T19:17:38.044Z,"30km SW of Valdez, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-01-14T18:56:49.670Z,-18.4615,176.4648,36.87,5.1,mb,,73,1.67,0.95,us,us10007tc7,2017-01-18T16:34:30.040Z,"124km SW of Nadi, Fiji",earthquake,9.4,7.4,0.093,43,reviewed,us,us
2017-01-14T18:53:26.980Z,-19.6845,-71.0435,30.77,4.2,mb,,144,0.871,0.61,us,us10007tax,2017-01-18T16:21:18.040Z,"111km WNW of Iquique, Chile",earthquake,4.7,4.5,0.2,7,reviewed,us,us
2017-01-14T18:43:32.760Z,-10.9463,161.4534,36.59,5.2,mb,,55,2.107,0.87,us,us10007tau,2017-01-18T16:17:55.040Z,"74km SW of Kirakira, Solomon Islands",earthquake,8.8,7.5,0.067,74,reviewed,us,us
2017-01-14T18:28:33.570Z,38.006,-119.1478333,2.14,1.32,md,4,353,0.3075,0.06,nc,nc72752215,2017-01-17T18:51:02.694Z,"28km SSE of Bridgeport, California",earthquake,3.78,6.83,0.161,3,reviewed,nc,nc
2017-01-14T18:25:43.070Z,-18.6541,176.0897,4.58,5.7,mww,,40,2.073,0.88,us,us10007tas,2017-01-18T15:58:07.839Z,"169km SW of Nadi, Fiji",earthquake,7.2,2.9,0.049,40,reviewed,us,us
2017-01-14T17:56:18.090Z,37.8905,-122.0008333,8.86,1.25,md,5,193,0.03226,0.17,nc,nc72752210,2017-01-19T05:49:02.474Z,"5km ESE of Walnut Creek, California",earthquake,1.06,0.84,0.218,4,reviewed,nc,nc
2017-01-14T16:41:20.014Z,61.2083,-152.2063,117.2,2.3,ml,,,,0.83,ak,ak15072192,2017-01-14T16:51:26.131Z,"76km NW of Nikiski, Alaska",earthquake,,0.7,,,automatic,ak,ak
2017-01-14T16:13:45.389Z,65.1261,-145.9945,11.2,1.6,ml,,,,0.52,ak,ak15072190,2017-01-14T16:22:41.230Z,"71km NE of Eielson Air Force Base, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-01-14T15:54:33.860Z,19.2791672,-155.4041595,34.01,2.23,ml,20,103,0.04192,0.16,hv,hv61562146,2017-01-14T16:00:17.340Z,"11km NE of Pahala, Hawaii",earthquake,1.15,0.94,0.58,3,automatic,hv,hv
2017-01-14T15:52:33.480Z,37.965332,-122.0291672,15.95,1.6,md,14,109,0.06235,0.05,nc,nc72752165,2017-01-14T16:08:21.269Z,"1km S of Concord, California",earthquake,0.42,1.23,0.11,12,automatic,nc,nc
2017-01-14T15:50:39.461Z,38.3618,-118.9003,11.9,1.1,ml,9,157.24,0.33,0.1604,nn,nn00573971,2017-01-14T22:06:29.561Z,"30km SW of Hawthorne, Nevada",earthquake,,5.5,0.15,3,reviewed,nn,nn
2017-01-14T15:45:25.600Z,37.1871667,-119.2763333,27.72,1.93,md,10,338,0.1403,0.05,nc,nc72752160,2017-01-17T18:29:02.616Z,"22km ENE of Auberry, California",earthquake,1.7,31.61,0.078,8,reviewed,nc,nc
2017-01-14T15:34:57.671Z,62.6885,-151.367,96.8,1.6,ml,,,,0.54,ak,ak15072187,2017-01-14T15:44:28.676Z,"76km WNW of Talkeetna, Alaska",earthquake,,1.5,,,automatic,ak,ak
2017-01-14T15:21:02.820Z,38.0613333,-118.9841667,4.09,2.08,md,21,261,0.3014,0.04,nc,nc72752155,2017-01-17T18:09:04.866Z,"30km SE of Bridgeport, California",earthquake,1.37,8.4,0.127,17,reviewed,nc,nc
2017-01-14T15:19:39.170Z,33.4705,138.2513,281.21,4.5,mb,,55,1.205,0.89,us,us10007tad,2017-01-14T17:44:25.040Z,"125km S of Oyama, Japan",earthquake,8,7.2,0.074,53,reviewed,us,us
2017-01-14T15:16:52.399Z,61.895,-151.0243,65.8,2.3,ml,,,,0.48,ak,ak15072181,2017-01-14T15:32:58.622Z,"54km WNW of Willow, Alaska",earthquake,,0.7,,,automatic,ak,ak
2017-01-14T14:58:33.814Z,57.8918,-154.266,52.4,2.3,ml,,,,0.25,ak,ak15072179,2017-01-14T15:08:37.273Z,"42km NNW of Larsen Bay, Alaska",earthquake,,1.2,,,automatic,ak,ak
2017-01-14T14:57:54.890Z,41.9268333,-112.6683333,-3.32,1.29,md,13,177,0.1673,0.22,uu,uu60181657,2017-01-17T17:28:39.700Z,"45km SW of Malad City, Idaho",earthquake,0.72,8.55,0.172,12,reviewed,uu,uu
2017-01-14T14:48:44.400Z,17.2462,-67.5637,28,3.1,Md,9,320.4,0.87046751,0.23,pr,pr17014002,2017-01-14T16:36:00.600Z,"90km SSW of Pole Ojea, Puerto Rico",earthquake,2,14.8,0,5,reviewed,pr,pr
2017-01-14T14:42:10.371Z,38.3775,-118.9405,5.3,1.9,ml,17,76.36,0.159,0.171,nn,nn00573961,2017-01-14T19:09:39.130Z,"28km ENE of Bridgeport, California",earthquake,,3.6,0.11,7,reviewed,nn,nn
2017-01-14T14:37:12.664Z,38.043,-118.948,17.9,1,ml,9,95.83,0.401,0.1145,nn,nn00573960,2017-01-14T21:26:19.200Z,"34km SE of Bridgeport, California",earthquake,,4.1,0.19,4,reviewed,nn,nn
2017-01-14T14:23:30.525Z,67.0363,-160.4701,12.7,2.5,ml,,,,0.99,ak,ak15072177,2017-01-15T05:41:15.215Z,"94km E of Kotzebue, Alaska",earthquake,,3.8,,,reviewed,ak,ak
2017-01-14T14:23:25.980Z,38.7903328,-122.7643356,1.67,2.14,md,42,49,0.01865,0.04,nc,nc72752135,2017-01-14T14:28:03.030Z,"1km NNW of The Geysers, California",earthquake,0.15,0.25,0.17,22,automatic,nc,nc
2017-01-14T13:16:12.738Z,38.8999,-118.1574,5.2,1.7,ml,11,74.78,0.155,0.1612,nn,nn00573958,2017-01-15T02:39:29.135Z,"20km W of Gabbs, Nevada",earthquake,,5.1,0.25,6,reviewed,nn,nn
2017-01-14T13:13:05.110Z,62.1814,-148.7934,45,1.8,ml,,,,0.17,ak,ak15071881,2017-01-14T13:23:29.209Z,"43km N of Sutton-Alpine, Alaska",earthquake,,1.2,,,automatic,ak,ak
2017-01-14T13:07:55.398Z,38.3891,-118.8906,9.5,1.5,ml,16,73.42,0.119,0.1606,nn,nn00573957,2017-01-15T02:39:26.562Z,"27km WSW of Hawthorne, Nevada",earthquake,,2.5,0.33,5,reviewed,nn,nn
2017-01-14T13:05:12.834Z,62.0816,-148.5184,25.5,2.5,ml,,,,0.66,ak,ak15071869,2017-01-14T13:18:45.011Z,"36km NNE of Sutton-Alpine, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-01-14T13:05:08.490Z,39.0476685,-122.4176636,5.11,1.03,md,5,206,0.1118,0,nc,nc72752120,2017-01-14T13:06:51.384Z,"20km ENE of Clearlake, California",earthquake,2.26,1.4,,1,automatic,nc,nc
2017-01-14T13:01:02.239Z,38.3953,-118.9041,7.1,1,ml,10,94.27,0.125,0.1299,nn,nn00573956,2017-01-15T02:39:24.348Z,"28km WSW of Hawthorne, Nevada",earthquake,,3.9,0.13,2,reviewed,nn,nn
2017-01-14T12:59:27.740Z,37.9168333,-122.0218333,9.66,1.01,md,17,90,0.06233,0.12,nc,nc72752110,2017-01-19T04:52:02.348Z,"3km ENE of Walnut Creek, California",earthquake,0.33,0.61,0.139,11,reviewed,nc,nc
2017-01-14T12:55:26.651Z,63.9036,-148.7927,109.8,2.9,ml,,,,0.56,ak,ak15071861,2017-01-14T13:13:30.243Z,"9km ENE of Healy, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-01-14T12:39:20.200Z,33.4953333,-116.7866667,4.53,0.96,ml,37,59,0.08114,0.18,ci,ci37567983,2017-01-17T15:18:57.800Z,"9km NE of Aguanga, CA",earthquake,0.21,0.45,0.107,26,reviewed,ci,ci
2017-01-14T12:30:07.820Z,46.2705,-123.1875,19.66,1.15,ml,8,206,0.2064,0.2,uw,uw61228627,2017-01-17T21:55:26.020Z,"16km ENE of Cathlamet, Washington",earthquake,2.18,2.84,0.048,4,reviewed,uw,uw
